date,sex,age_group,council_area_2019,main_client_group,number_of_people,council_area,financial_year
2022-03-31,Female,85-94,S12000029,All Adults,612,South Lanarkshire,2021/22
2022-03-31,Female,85-94,S12000030,All Adults,106,Stirling,2021/22
2022-03-31,Female,85-94,S12000033,All Adults,391,Aberdeen City,2021/22
2022-03-31,Female,85-94,S12000034,All Adults,479,Aberdeenshire,2021/22
2022-03-31,Female,85-94,S12000035,All Adults,168,Argyll and Bute,2021/22
2022-03-31,Female,85-94,S12000036,All Adults,894,City of Edinburgh,2021/22
2022-03-31,Female,85-94,S12000038,All Adults,331,Renfrewshire,2021/22
2022-03-31,Female,85-94,S12000039,All Adults,168,West Dunbartonshire,2021/22
2022-03-31,Female,85-94,S12000040,All Adults,241,West Lothian,2021/22
2022-03-31,Female,85-94,S12000041,All Adults,345,Angus,2021/22
2022-03-31,Female,85-94,S12000042,All Adults,311,Dundee City,2021/22
2022-03-31,Female,85-94,S12000045,All Adults,248,East Dunbartonshire,2021/22
2022-03-31,Female,85-94,S12000047,All Adults,818,Fife,2021/22
2022-03-31,Female,85-94,S12000048,All Adults,382,Perth and Kinross,2021/22
2022-03-31,Female,85-94,S12000049,All Adults,920,Glasgow City,2021/22
2022-03-31,Female,85-94,S12000050,All Adults,426,North Lanarkshire,2021/22
2022-03-31,Female,85-94,S92000003,All Adults,9789,Scotland,2021/22
2022-03-31,Female,95 and Older,S12000006,All Adults,68,Dumfries and Galloway,2021/22
2022-03-31,Female,95 and Older,S12000008,All Adults,49,East Ayrshire,2021/22
2022-03-31,Female,95 and Older,S12000010,All Adults,71,East Lothian,2021/22
2022-03-31,Female,95 and Older,S12000011,All Adults,51,East Renfrewshire,2021/22
2022-03-31,Female,95 and Older,S12000014,All Adults,51,Falkirk,2021/22
2022-03-31,Female,95 and Older,S12000017,All Adults,132,Highland,2021/22
2022-03-31,Female,95 and Older,S12000019,All Adults,24,Midlothian,2021/22
2022-03-31,Female,95 and Older,S12000020,All Adults,47,Moray,2021/22
2022-03-31,Female,95 and Older,S12000021,All Adults,51,North Ayrshire,2021/22
2022-03-31,Female,95 and Older,S12000026,All Adults,63,Scottish Borders,2021/22
2022-03-31,Female,95 and Older,S12000028,All Adults,76,South Ayrshire,2021/22
2022-03-31,Female,95 and Older,S12000029,All Adults,149,South Lanarkshire,2021/22
2022-03-31,Female,95 and Older,S12000030,All Adults,31,Stirling,2021/22
2022-03-31,Female,95 and Older,S12000033,All Adults,91,Aberdeen City,2021/22
2022-03-31,Female,95 and Older,S12000034,All Adults,120,Aberdeenshire,2021/22
2022-03-31,Female,95 and Older,S12000036,All Adults,231,City of Edinburgh,2021/22
2022-03-31,Female,95 and Older,S12000038,All Adults,53,Renfrewshire,2021/22
2022-03-31,Female,95 and Older,S12000040,All Adults,49,West Lothian,2021/22
2022-03-31,Female,95 and Older,S12000041,All Adults,112,Angus,2021/22
2022-03-31,Female,95 and Older,S12000042,All Adults,53,Dundee City,2021/22
2022-03-31,Female,95 and Older,S12000045,All Adults,62,East Dunbartonshire,2021/22
2022-03-31,Female,95 and Older,S12000047,All Adults,187,Fife,2021/22
2022-03-31,Female,95 and Older,S12000048,All Adults,100,Perth and Kinross,2021/22
2022-03-31,Female,95 and Older,S12000049,All Adults,203,Glasgow City,2021/22
2022-03-31,Female,95 and Older,S12000050,All Adults,80,North Lanarkshire,2021/22
2022-03-31,Female,95 and Older,S92000003,All Adults,2316,Scotland,2021/22
2022-03-31,Male,18-64,S12000005,All Adults,61,Clackmannanshire,2021/22
2022-03-31,Male,18-64,S12000006,All Adults,43,Dumfries and Galloway,2021/22
2022-03-31,Male,18-64,S12000008,All Adults,47,East Ayrshire,2021/22
2022-03-31,Male,18-64,S12000010,All Adults,5,East Lothian,2021/22
2022-03-31,Male,18-64,S12000011,All Adults,0,East Renfrewshire,2021/22
2022-03-31,Male,18-64,S12000014,All Adults,69,Falkirk,2021/22
2022-03-31,Male,18-64,S12000017,All Adults,121,Highland,2021/22
2022-03-31,Male,18-64,S12000018,All Adults,45,Inverclyde,2021/22
2022-03-31,Male,18-64,S12000019,All Adults,30,Midlothian,2021/22
2022-03-31,Male,18-64,S12000020,All Adults,7,Moray,2021/22
2022-03-31,Male,18-64,S12000021,All Adults,47,North Ayrshire,2021/22
2022-03-31,Male,18-64,S12000026,All Adults,39,Scottish Borders,2021/22
2022-03-31,Male,18-64,S12000028,All Adults,36,South Ayrshire,2021/22
2022-03-31,Male,18-64,S12000029,All Adults,155,South Lanarkshire,2021/22
2022-03-31,Male,18-64,S12000030,All Adults,102,Stirling,2021/22
2022-03-31,Male,18-64,S12000033,All Adults,122,Aberdeen City,2021/22
2022-03-31,Male,18-64,S12000034,All Adults,86,Aberdeenshire,2021/22
2022-03-31,Male,18-64,S12000036,All Adults,79,City of Edinburgh,2021/22
2022-03-31,Male,18-64,S12000038,All Adults,50,Renfrewshire,2021/22
2022-03-31,Male,18-64,S12000040,All Adults,13,West Lothian,2021/22
2022-03-31,Male,18-64,S12000041,All Adults,37,Angus,2021/22
2022-03-31,Male,18-64,S12000042,All Adults,14,Dundee City,2021/22
2022-03-31,Male,18-64,S12000045,All Adults,6,East Dunbartonshire,2021/22
2022-03-31,Male,18-64,S12000047,All Adults,131,Fife,2021/22
2022-03-31,Male,18-64,S12000048,All Adults,96,Perth and Kinross,2021/22
2022-03-31,Male,18-64,S12000049,All Adults,386,Glasgow City,2021/22
2022-03-31,Male,18-64,S12000050,All Adults,59,North Lanarkshire,2021/22
2022-03-31,Male,18-64,S92000003,All Adults,1920,Scotland,2021/22
2022-03-31,Male,65-74,S12000005,All Adults,21,Clackmannanshire,2021/22
2022-03-31,Male,65-74,S12000006,All Adults,45,Dumfries and Galloway,2021/22
2022-03-31,Male,65-74,S12000008,All Adults,58,East Ayrshire,2021/22
2022-03-31,Male,65-74,S12000010,All Adults,24,East Lothian,2021/22
2022-03-31,Male,65-74,S12000011,All Adults,20,East Renfrewshire,2021/22
2022-03-31,Male,65-74,S12000013,All Adults,14,Na h-Eileanan Siar,2021/22
2022-03-31,Male,65-74,S12000014,All Adults,39,Falkirk,2021/22
2022-03-31,Male,65-74,S12000017,All Adults,78,Highland,2021/22
2022-03-31,Male,65-74,S12000019,All Adults,24,Midlothian,2021/22
2022-03-31,Male,65-74,S12000020,All Adults,25,Moray,2021/22
2022-03-31,Male,65-74,S12000021,All Adults,53,North Ayrshire,2021/22
2022-03-31,Male,65-74,S12000026,All Adults,17,Scottish Borders,2021/22
2022-03-31,Male,65-74,S12000027,All Adults,6,Shetland Islands,2021/22
2022-03-31,Male,65-74,S12000028,All Adults,43,South Ayrshire,2021/22
2022-03-31,Male,65-74,S12000029,All Adults,130,South Lanarkshire,2021/22
2022-03-31,Male,65-74,S12000030,All Adults,31,Stirling,2021/22
2022-03-31,Male,65-74,S12000033,All Adults,76,Aberdeen City,2021/22
2022-03-31,Male,65-74,S12000034,All Adults,76,Aberdeenshire,2021/22
2022-03-31,Male,65-74,S12000036,All Adults,109,City of Edinburgh,2021/22
2022-03-31,Male,65-74,S12000038,All Adults,83,Renfrewshire,2021/22
2022-03-31,Male,65-74,S12000039,All Adults,35,West Dunbartonshire,2021/22
2022-03-31,Male,65-74,S12000040,All Adults,26,West Lothian,2021/22
2022-03-31,Male,65-74,S12000041,All Adults,35,Angus,2021/22
2022-03-31,Male,65-74,S12000042,All Adults,46,Dundee City,2021/22
2022-03-31,Male,65-74,S12000045,All Adults,24,East Dunbartonshire,2021/22
2022-03-31,Male,65-74,S12000047,All Adults,133,Fife,2021/22
2022-03-31,Male,65-74,S12000048,All Adults,55,Perth and Kinross,2021/22
2022-03-31,Male,65-74,S12000049,All Adults,272,Glasgow City,2021/22
2022-03-31,Male,65-74,S12000050,All Adults,77,North Lanarkshire,2021/22
2022-03-31,Male,65-74,S92000003,All Adults,1727,Scotland,2021/22
2022-03-31,Male,75-84,S12000005,All Adults,28,Clackmannanshire,2021/22
2022-03-31,Male,75-84,S12000006,All Adults,108,Dumfries and Galloway,2021/22
2022-03-31,Male,75-84,S12000008,All Adults,89,East Ayrshire,2021/22
2022-03-31,Male,75-84,S12000010,All Adults,55,East Lothian,2021/22
2022-03-31,Male,75-84,S12000011,All Adults,51,East Renfrewshire,2021/22
2022-03-31,Male,75-84,S12000013,All Adults,18,Na h-Eileanan Siar,2021/22
2022-03-31,Male,75-84,S12000014,All Adults,78,Falkirk,2021/22
2022-03-31,Male,75-84,S12000017,All Adults,165,Highland,2021/22
2022-03-31,Male,75-84,S12000018,All Adults,73,Inverclyde,2021/22
2022-03-31,Male,75-84,S12000019,All Adults,49,Midlothian,2021/22
2022-03-31,Male,75-84,S12000020,All Adults,56,Moray,2021/22
2022-03-31,Male,75-84,S12000021,All Adults,84,North Ayrshire,2021/22
2022-03-31,Male,75-84,S12000023,All Adults,9,Orkney Islands,2021/22
2022-03-31,Male,75-84,S12000026,All Adults,66,Scottish Borders,2021/22
2022-03-31,Male,75-84,S12000027,All Adults,9,Shetland Islands,2021/22
2022-03-31,Male,75-84,S12000028,All Adults,106,South Ayrshire,2021/22
2022-03-31,Male,75-84,S12000029,All Adults,161,South Lanarkshire,2021/22
2022-03-31,Male,75-84,S12000030,All Adults,55,Stirling,2021/22
2022-03-31,Male,75-84,S12000033,All Adults,118,Aberdeen City,2021/22
2022-03-31,Male,75-84,S12000034,All Adults,144,Aberdeenshire,2021/22
2022-03-31,Male,75-84,S12000035,All Adults,43,Argyll and Bute,2021/22
2022-03-31,Male,75-84,S12000036,All Adults,232,City of Edinburgh,2021/22
2022-03-31,Male,75-84,S12000038,All Adults,135,Renfrewshire,2021/22
2022-03-31,Male,75-84,S12000039,All Adults,57,West Dunbartonshire,2021/22
2022-03-31,Male,75-84,S12000040,All Adults,86,West Lothian,2021/22
2022-03-31,Male,75-84,S12000041,All Adults,66,Angus,2021/22
2022-03-31,Male,75-84,S12000042,All Adults,98,Dundee City,2021/22
2022-03-31,Male,75-84,S12000045,All Adults,55,East Dunbartonshire,2021/22
2022-03-31,Male,75-84,S12000047,All Adults,227,Fife,2021/22
2022-03-31,Male,75-84,S12000048,All Adults,117,Perth and Kinross,2021/22
2022-03-31,Male,75-84,S12000049,All Adults,424,Glasgow City,2021/22
2022-03-31,Male,75-84,S12000050,All Adults,158,North Lanarkshire,2021/22
2022-03-31,Male,75-84,S92000003,All Adults,3219,Scotland,2021/22
2022-03-31,Male,85-94,S12000006,All Adults,111,Dumfries and Galloway,2021/22
2022-03-31,Male,85-94,S12000008,All Adults,58,East Ayrshire,2021/22
2022-03-31,Male,85-94,S12000010,All Adults,76,East Lothian,2021/22
2022-03-31,Male,85-94,S12000011,All Adults,48,East Renfrewshire,2021/22
2022-03-31,Male,85-94,S12000013,All Adults,10,Na h-Eileanan Siar,2021/22
2022-03-31,Male,85-94,S12000014,All Adults,87,Falkirk,2021/22
2022-03-31,Male,85-94,S12000017,All Adults,177,Highland,2021/22
2022-03-31,Male,85-94,S12000018,All Adults,58,Inverclyde,2021/22
2022-03-31,Male,85-94,S12000019,All Adults,30,Midlothian,2021/22
2022-03-31,Male,85-94,S12000020,All Adults,56,Moray,2021/22
2022-03-31,Male,85-94,S12000021,All Adults,63,North Ayrshire,2021/22
2022-03-31,Male,85-94,S12000023,All Adults,8,Orkney Islands,2021/22
2022-03-31,Male,85-94,S12000026,All Adults,67,Scottish Borders,2021/22
2022-03-31,Male,85-94,S12000027,All Adults,12,Shetland Islands,2021/22
2022-03-31,Male,85-94,S12000028,All Adults,105,South Ayrshire,2021/22
2022-03-31,Male,85-94,S12000029,All Adults,184,South Lanarkshire,2021/22
2022-03-31,Male,85-94,S12000030,All Adults,43,Stirling,2021/22
2022-03-31,Male,85-94,S12000033,All Adults,122,Aberdeen City,2021/22
2022-03-31,Male,85-94,S12000034,All Adults,167,Aberdeenshire,2021/22
2022-03-31,Male,85-94,S12000035,All Adults,50,Argyll and Bute,2021/22
2022-03-31,Male,85-94,S12000036,All Adults,274,City of Edinburgh,2021/22
2022-03-31,Male,85-94,S12000038,All Adults,108,Renfrewshire,2021/22
2022-03-31,Male,85-94,S12000039,All Adults,49,West Dunbartonshire,2021/22
2022-03-31,Male,85-94,S12000040,All Adults,69,West Lothian,2021/22
2022-03-31,Male,85-94,S12000041,All Adults,86,Angus,2021/22
2022-03-31,Male,85-94,S12000042,All Adults,98,Dundee City,2021/22
2022-03-31,Male,85-94,S12000045,All Adults,77,East Dunbartonshire,2021/22
2022-03-31,Male,85-94,S12000047,All Adults,229,Fife,2021/22
2022-03-31,Male,85-94,S12000048,All Adults,118,Perth and Kinross,2021/22
2022-03-31,Male,85-94,S12000049,All Adults,249,Glasgow City,2021/22
2022-03-31,Male,85-94,S12000050,All Adults,118,North Lanarkshire,2021/22
2022-03-31,Male,85-94,S92000003,All Adults,3019,Scotland,2021/22
2022-03-31,Male,95 and Older,S12000006,All Adults,10,Dumfries and Galloway,2021/22
2022-03-31,Male,95 and Older,S12000008,All Adults,12,East Ayrshire,2021/22
2022-03-31,Male,95 and Older,S12000010,All Adults,18,East Lothian,2021/22
2022-03-31,Male,95 and Older,S12000011,All Adults,5,East Renfrewshire,2021/22
2022-03-31,Male,95 and Older,S12000014,All Adults,13,Falkirk,2021/22
2022-03-31,Male,95 and Older,S12000017,All Adults,36,Highland,2021/22
2022-03-31,Male,95 and Older,S12000019,All Adults,8,Midlothian,2021/22
2022-03-31,Male,95 and Older,S12000020,All Adults,7,Moray,2021/22
2022-03-31,Male,95 and Older,S12000021,All Adults,6,North Ayrshire,2021/22
2022-03-31,Male,95 and Older,S12000026,All Adults,17,Scottish Borders,2021/22
2022-03-31,Male,95 and Older,S12000028,All Adults,17,South Ayrshire,2021/22
2022-03-31,Male,95 and Older,S12000029,All Adults,10,South Lanarkshire,2021/22
2022-03-31,Male,95 and Older,S12000030,All Adults,9,Stirling,2021/22
2022-03-31,Male,95 and Older,S12000033,All Adults,10,Aberdeen City,2021/22
2022-03-31,Male,95 and Older,S12000034,All Adults,20,Aberdeenshire,2021/22
2022-03-31,Male,95 and Older,S12000036,All Adults,43,City of Edinburgh,2021/22
2022-03-31,Male,95 and Older,S12000038,All Adults,10,Renfrewshire,2021/22
2022-03-31,Male,95 and Older,S12000040,All Adults,8,West Lothian,2021/22
2022-03-31,Male,95 and Older,S12000041,All Adults,12,Angus,2021/22
2022-03-31,Male,95 and Older,S12000042,All Adults,11,Dundee City,2021/22
2022-03-31,Male,95 and Older,S12000045,All Adults,10,East Dunbartonshire,2021/22
2022-03-31,Male,95 and Older,S12000047,All Adults,21,Fife,2021/22
2022-03-31,Male,95 and Older,S12000048,All Adults,20,Perth and Kinross,2021/22
2022-03-31,Male,95 and Older,S12000049,All Adults,38,Glasgow City,2021/22
2022-03-31,Male,95 and Older,S12000050,All Adults,15,North Lanarkshire,2021/22
2022-03-31,Male,95 and Older,S92000003,All Adults,405,Scotland,2021/22
2023-03-31,Female,18-64,S12000005,All Adults,30,Clackmannanshire,2022/23
2023-03-31,Female,18-64,S12000006,All Adults,13,Dumfries and Galloway,2022/23
2023-03-31,Female,18-64,S12000008,All Adults,23,East Ayrshire,2022/23
2023-03-31,Female,18-64,S12000013,All Adults,5,Na h-Eileanan Siar,2022/23
2023-03-31,Female,18-64,S12000014,All Adults,57,Falkirk,2022/23
2023-03-31,Female,18-64,S12000017,All Adults,110,Highland,2022/23
2023-03-31,Female,18-64,S12000018,All Adults,29,Inverclyde,2022/23
2023-03-31,Female,18-64,S12000019,All Adults,42,Midlothian,2022/23
2023-03-31,Female,18-64,S12000020,All Adults,12,Moray,2022/23
2023-03-31,Female,18-64,S12000021,All Adults,45,North Ayrshire,2022/23
2023-03-31,Female,18-64,S12000026,All Adults,29,Scottish Borders,2022/23
2023-03-31,Female,18-64,S12000028,All Adults,39,South Ayrshire,2022/23
2023-03-31,Female,18-64,S12000029,All Adults,94,South Lanarkshire,2022/23
2023-03-31,Female,18-64,S12000030,All Adults,40,Stirling,2022/23
2023-03-31,Female,18-64,S12000033,All Adults,115,Aberdeen City,2022/23
2023-03-31,Female,18-64,S12000034,All Adults,74,Aberdeenshire,2022/23
2023-03-31,Female,18-64,S12000036,All Adults,60,City of Edinburgh,2022/23
2023-03-31,Female,18-64,S12000038,All Adults,38,Renfrewshire,2022/23
2023-03-31,Female,18-64,S12000039,All Adults,25,West Dunbartonshire,2022/23
2023-03-31,Female,18-64,S12000040,All Adults,30,West Lothian,2022/23
2023-03-31,Female,18-64,S12000041,All Adults,34,Angus,2022/23
2023-03-31,Female,18-64,S12000042,All Adults,31,Dundee City,2022/23
2023-03-31,Female,18-64,S12000045,All Adults,8,East Dunbartonshire,2022/23
2023-03-31,Female,18-64,S12000047,All Adults,156,Fife,2022/23
2023-03-31,Female,18-64,S12000048,All Adults,70,Perth and Kinross,2022/23
2023-03-31,Female,18-64,S12000049,All Adults,207,Glasgow City,2022/23
2023-03-31,Female,18-64,S12000050,All Adults,21,North Lanarkshire,2022/23
2023-03-31,Female,18-64,S92000003,All Adults,1447,Scotland,2022/23
2023-03-31,Female,65-74,S12000006,All Adults,56,Dumfries and Galloway,2022/23
2023-03-31,Female,65-74,S12000008,All Adults,37,East Ayrshire,2022/23
2023-03-31,Female,65-74,S12000013,All Adults,11,Na h-Eileanan Siar,2022/23
2023-03-31,Female,65-74,S12000014,All Adults,56,Falkirk,2022/23
2023-03-31,Female,65-74,S12000017,All Adults,93,Highland,2022/23
2023-03-31,Female,65-74,S12000018,All Adults,32,Inverclyde,2022/23
2023-03-31,Female,65-74,S12000019,All Adults,36,Midlothian,2022/23
2023-03-31,Female,65-74,S12000020,All Adults,27,Moray,2022/23
2023-03-31,Female,65-74,S12000021,All Adults,46,North Ayrshire,2022/23
2023-03-31,Female,65-74,S12000026,All Adults,33,Scottish Borders,2022/23
2023-03-31,Female,65-74,S12000028,All Adults,63,South Ayrshire,2022/23
2023-03-31,Female,65-74,S12000029,All Adults,118,South Lanarkshire,2022/23
2023-03-31,Female,65-74,S12000030,All Adults,38,Stirling,2022/23
2023-03-31,Female,65-74,S12000033,All Adults,99,Aberdeen City,2022/23
2023-03-31,Female,65-74,S12000034,All Adults,86,Aberdeenshire,2022/23
2023-03-31,Female,65-74,S12000036,All Adults,105,City of Edinburgh,2022/23
2023-03-31,Female,65-74,S12000038,All Adults,66,Renfrewshire,2022/23
2023-03-31,Female,65-74,S12000039,All Adults,32,West Dunbartonshire,2022/23
2023-03-31,Female,65-74,S12000040,All Adults,54,West Lothian,2022/23
2023-03-31,Female,65-74,S12000041,All Adults,45,Angus,2022/23
2023-03-31,Female,65-74,S12000042,All Adults,60,Dundee City,2022/23
2023-03-31,Female,65-74,S12000045,All Adults,36,East Dunbartonshire,2022/23
2023-03-31,Female,65-74,S12000047,All Adults,155,Fife,2022/23
2023-03-31,Female,65-74,S12000048,All Adults,59,Perth and Kinross,2022/23
2023-03-31,Female,65-74,S12000049,All Adults,244,Glasgow City,2022/23
2023-03-31,Female,65-74,S12000050,All Adults,75,North Lanarkshire,2022/23
2023-03-31,Female,65-74,S92000003,All Adults,1828,Scotland,2022/23
2023-03-31,Female,75-84,S12000005,All Adults,48,Clackmannanshire,2022/23
2023-03-31,Female,75-84,S12000006,All Adults,178,Dumfries and Galloway,2022/23
2023-03-31,Female,75-84,S12000008,All Adults,147,East Ayrshire,2022/23
2023-03-31,Female,75-84,S12000010,All Adults,113,East Lothian,2022/23
2023-03-31,Female,75-84,S12000011,All Adults,110,East Renfrewshire,2022/23
2023-03-31,Female,75-84,S12000013,All Adults,34,Na h-Eileanan Siar,2022/23
2023-03-31,Female,75-84,S12000014,All Adults,186,Falkirk,2022/23
2023-03-31,Female,75-84,S12000017,All Adults,303,Highland,2022/23
2023-03-31,Female,75-84,S12000018,All Adults,138,Inverclyde,2022/23
2023-03-31,Female,75-84,S12000019,All Adults,86,Midlothian,2022/23
2023-03-31,Female,75-84,S12000020,All Adults,118,Moray,2022/23
2023-03-31,Female,75-84,S12000021,All Adults,173,North Ayrshire,2022/23
2023-03-31,Female,75-84,S12000023,All Adults,19,Orkney Islands,2022/23
2023-03-31,Female,75-84,S12000026,All Adults,123,Scottish Borders,2022/23
2023-03-31,Female,75-84,S12000027,All Adults,14,Shetland Islands,2022/23
2023-03-31,Female,75-84,S12000028,All Adults,215,South Ayrshire,2022/23
2023-03-31,Female,75-84,S12000029,All Adults,421,South Lanarkshire,2022/23
2023-03-31,Female,75-84,S12000030,All Adults,91,Stirling,2022/23
2023-03-31,Female,75-84,S12000033,All Adults,248,Aberdeen City,2022/23
2023-03-31,Female,75-84,S12000034,All Adults,319,Aberdeenshire,2022/23
2023-03-31,Female,75-84,S12000035,All Adults,94,Argyll and Bute,2022/23
2023-03-31,Female,75-84,S12000036,All Adults,467,City of Edinburgh,2022/23
2023-03-31,Female,75-84,S12000038,All Adults,247,Renfrewshire,2022/23
2023-03-31,Female,75-84,S12000039,All Adults,134,West Dunbartonshire,2022/23
2023-03-31,Female,75-84,S12000040,All Adults,221,West Lothian,2022/23
2023-03-31,Female,75-84,S12000041,All Adults,158,Angus,2022/23
2023-03-31,Female,75-84,S12000042,All Adults,186,Dundee City,2022/23
2023-03-31,Female,75-84,S12000045,All Adults,168,East Dunbartonshire,2022/23
2023-03-31,Female,75-84,S12000047,All Adults,476,Fife,2022/23
2023-03-31,Female,75-84,S12000048,All Adults,210,Perth and Kinross,2022/23
2023-03-31,Female,75-84,S12000049,All Adults,632,Glasgow City,2022/23
2023-03-31,Female,75-84,S12000050,All Adults,330,North Lanarkshire,2022/23
2023-03-31,Female,75-84,S92000003,All Adults,6409,Scotland,2022/23
2023-03-31,Female,85-94,S12000005,All Adults,71,Clackmannanshire,2022/23
2023-03-31,Female,85-94,S12000006,All Adults,321,Dumfries and Galloway,2022/23
2023-03-31,Female,85-94,S12000008,All Adults,180,East Ayrshire,2022/23
2023-03-31,Female,85-94,S12000010,All Adults,188,East Lothian,2022/23
2023-03-31,Female,85-94,S12000011,All Adults,165,East Renfrewshire,2022/23
2023-03-31,Female,85-94,S12000013,All Adults,74,Na h-Eileanan Siar,2022/23
2023-03-31,Female,85-94,S12000014,All Adults,232,Falkirk,2022/23
2023-03-31,Female,85-94,S12000017,All Adults,511,Highland,2022/23
2023-03-31,Female,85-94,S12000018,All Adults,171,Inverclyde,2022/23
2023-03-31,Female,85-94,S12000020,All Adults,153,Moray,2022/23
2023-03-31,Female,85-94,S12000021,All Adults,221,North Ayrshire,2022/23
2023-03-31,Female,85-94,S12000026,All Adults,213,Scottish Borders,2022/23
2023-03-31,Female,85-94,S12000027,All Adults,30,Shetland Islands,2022/23
2023-03-31,Female,85-94,S12000028,All Adults,327,South Ayrshire,2022/23
2023-03-31,Female,85-94,S12000029,All Adults,608,South Lanarkshire,2022/23
2023-03-31,Female,85-94,S12000030,All Adults,141,Stirling,2022/23
2023-03-31,Female,85-94,S12000033,All Adults,409,Aberdeen City,2022/23
2023-03-31,Female,85-94,S12000034,All Adults,490,Aberdeenshire,2022/23
2023-03-31,Female,85-94,S12000035,All Adults,160,Argyll and Bute,2022/23
2023-03-31,Female,85-94,S12000036,All Adults,930,City of Edinburgh,2022/23
2023-03-31,Female,85-94,S12000038,All Adults,350,Renfrewshire,2022/23
2023-03-31,Female,85-94,S12000039,All Adults,182,West Dunbartonshire,2022/23
2023-03-31,Female,85-94,S12000040,All Adults,249,West Lothian,2022/23
2023-03-31,Female,85-94,S12000041,All Adults,298,Angus,2022/23
2023-03-31,Female,85-94,S12000042,All Adults,268,Dundee City,2022/23
2023-03-31,Female,85-94,S12000045,All Adults,272,East Dunbartonshire,2022/23
2023-03-31,Female,85-94,S12000047,All Adults,770,Fife,2022/23
2023-03-31,Female,85-94,S12000048,All Adults,397,Perth and Kinross,2022/23
2023-03-31,Female,85-94,S12000049,All Adults,968,Glasgow City,2022/23
2023-03-31,Female,85-94,S12000050,All Adults,417,North Lanarkshire,2022/23
2023-03-31,Female,85-94,S92000003,All Adults,9921,Scotland,2022/23
2023-03-31,Female,95 and Older,S12000006,All Adults,56,Dumfries and Galloway,2022/23
2023-03-31,Female,95 and Older,S12000008,All Adults,50,East Ayrshire,2022/23
2023-03-31,Female,95 and Older,S12000013,All Adults,11,Na h-Eileanan Siar,2022/23
2023-03-31,Female,95 and Older,S12000014,All Adults,44,Falkirk,2022/23
2023-03-31,Female,95 and Older,S12000017,All Adults,118,Highland,2022/23
2023-03-31,Female,95 and Older,S12000018,All Adults,36,Inverclyde,2022/23
2023-03-31,Female,95 and Older,S12000020,All Adults,39,Moray,2022/23
2023-03-31,Female,95 and Older,S12000021,All Adults,39,North Ayrshire,2022/23
2023-03-31,Female,95 and Older,S12000026,All Adults,55,Scottish Borders,2022/23
2023-03-31,Female,95 and Older,S12000028,All Adults,76,South Ayrshire,2022/23
2023-03-31,Female,95 and Older,S12000029,All Adults,139,South Lanarkshire,2022/23
2023-03-31,Female,95 and Older,S12000030,All Adults,32,Stirling,2022/23
2023-03-31,Female,95 and Older,S12000033,All Adults,110,Aberdeen City,2022/23
2023-03-31,Female,95 and Older,S12000034,All Adults,115,Aberdeenshire,2022/23
2023-03-31,Female,95 and Older,S12000035,All Adults,19,Argyll and Bute,2022/23
2023-03-31,Female,95 and Older,S12000036,All Adults,237,City of Edinburgh,2022/23
2023-03-31,Female,95 and Older,S12000038,All Adults,75,Renfrewshire,2022/23
2023-03-31,Female,95 and Older,S12000039,All Adults,28,West Dunbartonshire,2022/23
2023-03-31,Female,95 and Older,S12000040,All Adults,43,West Lothian,2022/23
2023-03-31,Female,95 and Older,S12000041,All Adults,101,Angus,2022/23
2023-03-31,Female,95 and Older,S12000042,All Adults,47,Dundee City,2022/23
2023-03-31,Female,95 and Older,S12000045,All Adults,51,East Dunbartonshire,2022/23
2023-03-31,Female,95 and Older,S12000047,All Adults,155,Fife,2022/23
2023-03-31,Female,95 and Older,S12000048,All Adults,96,Perth and Kinross,2022/23
2023-03-31,Female,95 and Older,S12000049,All Adults,188,Glasgow City,2022/23
2023-03-31,Female,95 and Older,S12000050,All Adults,77,North Lanarkshire,2022/23
2023-03-31,Female,95 and Older,S92000003,All Adults,2214,Scotland,2022/23
2023-03-31,Male,18-64,S12000005,All Adults,41,Clackmannanshire,2022/23
2023-03-31,Male,18-64,S12000006,All Adults,39,Dumfries and Galloway,2022/23
2023-03-31,Male,18-64,S12000008,All Adults,44,East Ayrshire,2022/23
2023-03-31,Male,18-64,S12000013,All Adults,5,Na h-Eileanan Siar,2022/23
2023-03-31,Male,18-64,S12000014,All Adults,97,Falkirk,2022/23
2023-03-31,Male,18-64,S12000017,All Adults,128,Highland,2022/23
2023-03-31,Male,18-64,S12000018,All Adults,28,Inverclyde,2022/23
2023-03-31,Male,18-64,S12000019,All Adults,36,Midlothian,2022/23
2023-03-31,Male,18-64,S12000020,All Adults,9,Moray,2022/23
2023-03-31,Male,18-64,S12000021,All Adults,72,North Ayrshire,2022/23
2023-03-31,Male,18-64,S12000026,All Adults,35,Scottish Borders,2022/23
2023-03-31,Male,18-64,S12000028,All Adults,27,South Ayrshire,2022/23
2023-03-31,Male,18-64,S12000029,All Adults,148,South Lanarkshire,2022/23
2023-03-31,Male,18-64,S12000030,All Adults,97,Stirling,2022/23
2023-03-31,Male,18-64,S12000033,All Adults,146,Aberdeen City,2022/23
2023-03-31,Male,18-64,S12000034,All Adults,86,Aberdeenshire,2022/23
2023-03-31,Male,18-64,S12000036,All Adults,57,City of Edinburgh,2022/23
2023-03-31,Male,18-64,S12000038,All Adults,47,Renfrewshire,2022/23
2023-03-31,Male,18-64,S12000039,All Adults,28,West Dunbartonshire,2022/23
2023-03-31,Male,18-64,S12000040,All Adults,27,West Lothian,2022/23
